,Job Title,Location,Date,Link,Job Description,Other Job Attributes
251,Perform Live Demonstrations Inside Stores Full Time($800-$2000 a week),Houston and surrounding areas,Feb  8,https://houston.craigslist.org/sls/d/sugar-land-perform-live-demonstrations/7274405156.html,"

QR Code Link to This Post


Perform Live Demonstrations Inside Stores Full Time($800-$2000 a week) 

compensation: $800-$2000 per week draw/commission
employment type: full-time 

We are America's fastest growing in-store product demonstration company and we are expanding in your area. We work inside major retail chains promoting our own line of cutlery. We are looking for career minded SELF-STARTERS with HIGH ENERGY, MOTIVATION, and a STRONG DESIRE TO EXCEL. Come Grow with us!

This is a full time product demonstration sales position with great opportunity for rapid growth within the company. This is a great opportunity for someone with good work ethic and the desire to succeed!

**Must be over 21 and have own personal vehicle to travel from store to store. 
**Must be able to work weekends. 
**Professional appearance and attitude required. 
**Ability to lift 30lbs. 
**Excellent communication skills required.
Please call Sherrie @ 903-819-5009 or email sherrie@hesslerworldwide.com
","
compensation: $800-$2000 per week draw/commission with guarantee minimum pay

employment type: full-time

"
252,Perform Live Demonstrations Inside Stores Full Time($800-$2000 a week),Houston and surrounding areas,Feb  8,https://houston.craigslist.org/tfr/d/sugar-land-perform-live-demonstrations/7274405157.html,"

QR Code Link to This Post


Perform Live Demonstrations Inside Stores Full Time($800-$2000 a week) 

compensation: $800-$2000 per week draw/commission
employment type: full-time 

We are America's fastest growing in-store product demonstration company and we are expanding in your area. We work inside major retail chains promoting our own line of cutlery. We are looking for career minded SELF-STARTERS with HIGH ENERGY, MOTIVATION, and a STRONG DESIRE TO EXCEL. Come Grow with us!

This is a full time product demonstration sales position with great opportunity for rapid growth within the company. This is a great opportunity for someone with good work ethic and the desire to succeed!

**Must be over 21 and have own personal vehicle to travel from store to store. 
**Must be able to work weekends. 
**Professional appearance and attitude required. 
**Ability to lift 30lbs. 
**Excellent communication skills required.
Please call Sherrie @ 903-819-5009 or email sherrie@hesslerworldwide.com
","
compensation: $800-$2000 per week draw/commission with guarantee minimum pay

employment type: full-time

"
253,0.55 cpm - Out for 5-6 days WEEKEND home  CDL CLASS A Driver Needed,"Katy, Houston",Feb  8,https://houston.craigslist.org/trp/d/katy-055-cpm-out-for-6-days-weekend/7274404495.html,"

QR Code Link to This Post


0.55 cpm - Out for 5-6 days and then WEEKENDS home for logbook reset! 

Our Driver will make at least $80000 a Year with 0.55  CPM when drive 3000 Miles per week + Safe driving bonus a year

Monthly ""MINIMUM"" 12000 Miles  @ $0.55 CPM =  $6600 Per Month.   
Yearly Miles 144000 @ 0.55 CPM  = $79200 Per Year + Safe driving Bonus



We are looking for CDL A  for long hauls.
Home Weekends!

We are Houston (Katy) Base small carrier looking to experience professional drivers in Houston. We run TX- CA and drivers come back Houston.



DRIVERS!

• Veterans receive an additional .02 cpm
• We are running DRY VANS loads only 
• No Touch Freight
• Passenger Program (No Charge to Driver)
• Assigned Equipment, Assigned Dispatcher, Fuel Card
• Bi-weekly Truck Wash
• 1099  Pay ( Means we don’t deduct taxes you keep all of it)
• Love’s and QT Fuel cards
• Quarterly we pay safety $1000 bonus.
•  3000-3200 miles per week with 5-6 days out.




HIRING GUIDELINES

- Current Class A Commercial driver’s license and Medical Card
- No more than 2 moving violations in the last 3 years;
- No DUI, no felonies in last five years.


Call 281-886-2198 or Apply Now at
http://www.fargofreightlines.com/become-a-driver/
","
compensation: $80000

employment type: full-time

"
254,"Hiring Class A CDL Drivers for LOCAL Flatbed, Dryvan, & 40' Gooseneck",N/A,Feb  8,https://houston.craigslist.org/trp/d/hiring-class-cdl-drivers-for-local/7274403400.html,"

QR Code Link to This Post


Work Starts ASAP
All Local, Monday-Friday 

COMPANY DRIVERS needed ASAP to operate:
- Dually with 40' Hotshot
- 10 speed Freightliner with 53' Step Deck
- 10 speed Freightliner with 53' Dryvan


We Offer Company Drivers:
- Weekly Pay 
- Home nights
- Home weekends
- Weekly Bonus available 

* Requirements for Company Drivers: 
- Flatbed or Dryvan Experience
- Must have CDL; with at least 2 years of CDL experience  
- Clean MVR/driving record
- Must pass DOT physical and drug screen
- TWIC (preferred)
- 25 years of age or older
*Drivers MUST reside in Houston area

If you are interested in any position or if you have any questions please call (832) 913-6591. If we are unable to answer your call please leave a clear detailed message with your name, the position you are interested in & your best contact number and we will get back to you. We are looking to fill these positions quickly, please call and submit application ASAP.





","
compensation: to be disscussed

employment type: full-time

"
255,"🔊TEAMS!!! MAIL RUNS! OVER 6000 MILES! Company, Lease and Owner Ops!🔊",N/A,Feb  8,https://houston.craigslist.org/trp/d/houston-teams-mail-runs-over-6000-miles/7274401487.html,"

QR Code Link to This Post


WE SHIP OUT 350+ LOADS PER DAY!!!

☑ DEDICATED
☑ ROUND TRIPS
☑ YEAR ROUND
☑ GOVERMENT CONTRACT
☑ LIGHT LOADS
☑ NEW EQUIPMENT
☑ STABILITY
☑ 6 MONTHS MINIMUM EXPERIENCE

 COMPANY TEAM DRIVERS 

‣ We pay 75 CPM!!!
‣ 6000 - 7000 miles per week! EVERY WEEK!!!
‣ Freightliner Cascadia, KW and Volvo 860 2019-2021!!!
‣ $2 000+ weekly per driver!
‣ Always covered and respected!

 LEASE TO PURCHASE 

‣ $0 DOWN!!!
‣ NEW TRUCKS!!! Freightliner Cascadia, Kenworth T680 and Volvo 2020-2021
‣ Under warranty!
‣ Fully loaded!
‣ Lease term 3-5 years, no balloon payments, title in hand!
‣ Take home money, after all deductions(truck payment, trailer, commission and fuel), weekly $6 000 - $8 500!

 OWNER OPERATORS 

‣ Dedicated lanes
‣ Great savings on fuel, loads under 15 000 lbs
‣ Only 12% commission
‣ Great condition trailers for rent
‣ Weekly gross $12 000 - $15 000
‣ Take home money $8 000 - $10 000 weekly!


CALL TODAY AND BRING STABILTY INTO YOUR WORK AND LIFE!

(312) 682-8521 ANTHONY



","
compensation: Great money

employment type: full-time

"
256,"OTR Truck Driver - $2,000 signing bonus - Start ASAp","Houston, Dallas, Auston, San Antonio",Feb  8,https://houston.craigslist.org/trp/d/houston-otr-truck-driver-signing-bonus/7274400033.html,"

QR Code Link to This Post


OTR Truck Driver position.  $1,200+/- per week.  Bonuses based on production.  $2,000 signing bonus.  Starts ASAP -- 
2016 Freightliner Cascadia, 10 speed manual transition.  Runs strong.  Will be 50/50 partnership between truck owner and driver.  Owner pays all expenses.  
-
Position won't last long. 

Email MVR and copy of your CDLand best number to reach you with OTR TRUCK DRIVER in the subject line.
Email MVR and copy of your CDLand best number to reach you with OTR TRUCK DRIVER in the subject line.Email MVR and copy of your CDLand best number to reach you with OTR TRUCK DRIVER in the subject line.    ","
compensation: $1,200 or more per week based on production.

employment type: full-time

"
257,CDL Class A Driver Needed // TX TO CA UPTO 2000$ WEEK,"HOUSTON ,   TX",Feb  8,https://houston.craigslist.org/trp/d/cypress-cdl-class-driver-needed-tx-to/7274399744.html,"

QR Code Link to This Post


COMPANY NAME: FLYHI  TRANS INC 

CDL Class A Driver Needed  In   HOUSTON, Tx  
compensation: . 
employment type: contract 
 Contact : Jag or Sam  
  Texas       Office  Ph : (832)877-2777 // RON 281-896-6194
 California  Office  Ph: (209)606- 8600


We are looking for a Class A CDL Driver for Reefers & Dry Van Loads: Good competitive pay. Guaranteed home every week. No hassle and very transparent. Need someone reliable.
We Offer:
· 2017 - 2018-2019 - 2020  VOLVO Truck 
• Excellent pay $1500-$1900 per week based on your driving experience.
· Pay all loads and provide fuel & scale card
· 3500+ plus miles per week 
· YEARLY  BONUS.
. Additional semi yearly bonus will be provided based on driver & amp; company performance.
· Dispatch is 24/7
· Pay every Friday
. 100% transparent, you will get pay stub showing how many miles you drove and how you getting paid
. Refrigerator; Inverters, Microwave installed in Truck  
. Fast hiring process, you will be driving truck within 2-3 days of start of process

Must have following requirements:
· CDL class A licenses and two years of experience.
· Clean driving record    ","
compensation: .

employment type: contract

"
258,Truck Driver,"Pasadena, TX",Feb  8,https://houston.craigslist.org/trp/d/pasadena-truck-driver/7274399250.html,"

QR Code Link to This Post


NEW PAY PACKAGE INCREASE!!!

Looking for a company that values your driving experience?  Schwerman Trucking Company is a family owned company that has been in business for over 105 years and wants to pay good drivers for that experience.  Call and ask us about our tiered mileage wages that could earn you up to .57/mile.

$2500 Sign On Bonus

Click HERE to complete a driver application or request more information

Description:","
compensation: $1,150 - $1,500 weekly

employment type: full-time

"
259,$2000-$4500 OTR HAZMAT HAZ CDL DRIVERS,N/A,Feb  8,https://houston.craigslist.org/trp/d/houston-otr-hazmat-haz-cdl-drivers/7274395498.html,"

QR Code Link to This Post


We are a family-owned and operated business who have driven trucks over the road at one time or another.
Our professional management and support staff treat each other, our customers, and our partner drivers with respect at all times.

In as much as you have read and heard that hundreds of times before...give us an opportunity to prove it to you day in and day out!

* $2000 - $2400 Solo Weekly with HAZMAT and 2 years OTR experience.
* OK TO START WITHOUT HAZ CERT BUT MUST GET ASAP
* Established Teams $4500.00 + a week per team with Hazmat
* $40.00 for each extra stop
* Up to $150.00 a day detention pay
* Direct deposit every Thursday
* Brand new 2020 & 2021 Cascadia’s Automatic & Manual with APU’s Refrigerators and Inverters
* Governed @ 70 mph
* Out two weeks
* On-site PM Facility
* No Escrow 
* No forced dispatch
* 1099 Open Contract

CALL 281-628-2248 FOR MORE INFO    ","
compensation: $2000+ weekly solo, $4500+ team

employment type: full-time

"
260,"$41,600 per year Guaranteed Tele-Sales Life Insurance",Houston,Feb  8,https://houston.craigslist.org/sls/d/houston-per-year-guaranteed-tele-sales/7274394310.html,"

QR Code Link to This Post


$41,600 per year Guaranteed Tele-Sales Life Insurance
Looking for Medicare Agents to transition into FULL TIME Final Expense Tele Sales position.
Unlimited inbound calls per day 
5 hours of talk time
15% close ratio = $52,000 per year*.
With performance can make up to $83,200 per year*.
9a to 6p Monday to Thursday. Friday 9a to 5p -no weekends.
*(Income is based on performance-annual premium sold weekly-$20 per hour base on a 40-hour work week)

The Company:
Final Expense Direct - Licensed in 49 states plus the District of Columbia. For the past 13 years Final Expense Direct has been committed to representing our customers in their search for quality affordable final expense life insurance over the telephone. We work with all of the top final expense insurance companies in the US to obtain the best and most affordable protection.

The Position:
Final Expense Direct is currently offering licensed Life Insurance Agents a great opportunity selling Final Expense Insurance to seniors all over the phone. The more you sell the higher the hourly wage!

1. Extensive Training
2. We provide Non-Resident Licenses in up to 40 States 
3. We offer a volume of high intent inbound calls a day
4. Professional marketing center environment
5. Hours of operation from 9a to 6p Monday -Thursday and Fridays 9a to 5p. 
6. Southwest Houston location.

The Person:
The key skills and qualities of a successful Tele Sales Agent include:
• A passion to provide for your family
• Ability to build rapport and make a friend over the phone
• Strong work ethic and goal oriented
• Good computer and typing skills
• Ability to prioritize and multitask.

If you enjoy sales over the telephone, you owe it to yourself and your family to call now and check out the opportunity. 
The more you sell the higher the hourly wage!
$ 0.00 - $5,499.99	        In Weekly Premium	$20.00 per Hour
$5,500.00 – $6,499.99	In Weekly Premium	$25.00 per Hour
$6,500.00 - $7,999.99	In Weekly Premium	$30.00 per Hour
$8,000.00 - $9,999.99	In Weekly Premium	$35.00 per Hour
$10,000.00 and Above	In Weekly Premium	$40.00 per Hour


Come join an exciting, forward thinking company and take the next step in your career, call now or click the apply now button to find out more. Must have a Texas Life Insurance License to apply:

Val Recine-CPC Recruiter
Final Expense Direct
6201 Bonhomme Rd Suite 110 South Houston, TX 77036
DL: 832.328.3283 Ext 103; 1-800-538-3610 Ext 103
Employee Testimonials: http://youtube.com/c/finalexpensedirect
Employment Page: https://lp.finalexpensedirect.com/
Website: http://finalexpensedirect.com/
","
compensation: $40 per Hour Tele-Sales Life Insurance

employment type: full-time

"
